display.refreshrate,script.startdate,script.starttime,script.subjectid,script.groupid,script.elapsedtime,computer.platform,values.completed,parameters.stimpic_height,expressions.propcorrect_stim1,expressions.propcorrect_stim2,expressions.propcorrect_stim3,expressions.propcorrect_stim4,expressions.propcorrect_stim5,expressions.propcorrect_stim6,expressions.propcorrect_stim7,expressions.propcorrect_stim8,expressions.propcorrect_stim9,expressions.propcorrect_stim10,expressions.propcorrect_stim11,expressions.propcorrect_stim12,expressions.propcorrect_stim13
60,20420,16:07:23,2013,1,722918,win,1,18pct,0.75,0.95,0.95,1,1,1,1,1,1,1,1,1,1
40,20420,16:37:19,2014,2,580004,win,1,26pct,0.6,0.65,0.75,0.85,0.85,0.95,1,0.95,1,1,0.95,1,1
60,20520,15:28:14,6015,3,603041,win,1,18pct,0.65,0.95,0.95,1,1,1,0.95,1,1,1,1,0.95,1
75,20520,15:58:59,6016,4,559370,win,1,19pct,0.65,0.75,0.9,0.95,1,0.9,0.95,1,1,0.95,1,1,1
40,20720,15:35:21,5017,5,731995,win,1,27pct,0.5,0.75,0.85,0.75,0.75,0.75,0.75,0.65,0.85,0.95,0.5,0.8,0.75
40,20720,15:53:38,3018,1,546161,win,1,26pct,0.95,1,0.95,0.95,0.95,0.95,0.95,1,1,1,1,0.85,1
40,20720,16:11:38,5019,2,558091,win,1,26pct,0.8,0.8,0.8,0.9,1,1,1,0.9,1,0.95,0.85,0.95,0.9
40,21220,15:30:51,4020,3,533822,win,1,26pct,0.95,0.8,0.75,0.8,0.9,0.95,0.95,1,1,1,1,1,0.95
40,21220,15:33:16,4021,4,559124,win,1,26pct,0.8,0.7,0.85,0.75,0.95,0.9,0.95,0.9,1,0.95,0.9,0.95,0.9
40,21220,16:18:44,5022,5,615080,win,1,26pct,0.7,0.55,0.6,0.6,1,1,0.95,1,1,0.95,1,1,1
40,21420,15:29:15,6023,6,573105,win,1,25pct,0.9,0.8,0.7,0.8,0.9,0.8,0.95,0.95,1,1,1,0.95,1
40,21420,15:57:35,2024,1,554874,win,1,26pct,0.95,0.7,0.85,0.85,1,1,1,1,1,1,1,1,1
40,21420,16:26:44,1025,2,558110,win,1,26pct,0.9,0.65,0.7,0.75,1,0.95,1,0.95,0.95,1,1,0.95,0.95
40,21920,15:31:08,1026,3,537858,win,1,26pct,0.95,0.9,1,0.95,1,1,0.95,0.95,1,0.9,1,0.9,0.95
40,21920,16:01:46,1027,4,569772,win,1,26pct,0.8,0.7,0.9,0.75,0.8,0.95,0.8,0.9,0.8,1,0.9,0.85,0.8
40,22120,15:35:07,1028,6,602050,win,1,25pct,0.9,0.6,0.75,0.65,0.65,0.65,0.6,1,0.75,0.95,1,1,0.95
40,22120,15:46:25,2029,5,573146,win,1,26pct,0.95,0.85,0.9,0.9,1,1,0.85,0.8,0.85,0.85,0.95,1,0.95
40,22420,16:08:15,5030,1,586022,win,1,26pct,0.85,0.95,0.6,0.85,1,0.95,1,1,1,1,1,1,1
40,22620,15:48:38,4031,3,592574,win,1,26pct,0.9,0.8,0.95,0.9,1,1,0.95,1,1,1,1,1,1
40,22620,16:04:48,6032,2,548189,win,1,26pct,0.95,0.9,0.85,0.8,0.9,1,0.9,1,0.9,1,0.9,0.95,1
40,22820,15:37:32,3033,4,559673,win,1,26pct,0.95,0.9,0.95,0.85,1,1,1,1,0.95,1,1,0.95,1
40,22820,15:45:33,2034,5,631573,win,1,23pct,0.8,0.9,0.95,0.9,1,1,0.95,1,1,0.95,1,1,1
40,22820,16:19:28,3035,6,611035,win,1,26pct,0.55,0.5,0.6,0.6,0.6,0.9,0.8,0.75,0.75,0.75,0.75,0.65,0.85
40,30320,15:38:17,2036,1,589378,win,1,26pct,0.85,1,0.95,1,0.9,0.9,1,1,1,1,0.9,0.95,0.95
40,30320,15:41:11,2037,2,551610,win,1,26pct,0.85,0.9,0.85,0.85,1,0.95,0.9,1,1,1,1,1,1
40,30320,16:21:29,2038,3,553663,win,1,26pct,0.85,0.9,0.75,0.8,0.75,0.9,0.9,0.95,0.95,0.95,1,1,1
40,30420,15:34:16,4039,4,585335,win,1,26pct,0.85,0.9,0.6,0.75,0.95,1,0.95,1,0.9,0.9,1,1,0.95
40,30420,16:02:28,4040,5,536222,win,1,26pct,1,1,0.95,0.9,0.95,1,0.95,0.95,0.95,1,1,1,0.95
75,30420,16:09:16,3041,6,541029,win,1,26pct,0.6,0.65,0.8,0.8,0.95,0.9,0.9,0.95,0.95,0.95,0.9,0.9,0.85
40,30420,16:27:03,6042,1,553082,win,1,23pct,0.7,0.55,0.5,0.35,0.45,0.65,0.65,0.65,0.7,0.75,0.7,0.65,0.7
40,30620,15:28:14,3044,2,553204,win,1,24pct,0.6,0.5,0.7,0.6,0.75,0.7,0.9,0.55,0.75,0.85,0.85,0.7,0.85
40,30620,15:33:52,6043,3,582433,win,1,25pct,0.85,0.95,0.75,0.75,0.9,1,1,0.95,1,0.95,0.95,0.95,1
40,31020,15:39:04,6045,4,565315,win,1,26pct,0.7,0.85,0.75,0.85,0.95,1,0.95,1,0.95,1,1,1,1
40,31020,15:49:09,1046,5,602329,win,1,26pct,0.75,0.75,0.7,0.75,0.95,0.85,0.9,0.95,0.95,1,1,0.9,0.85
75,31020,16:16:01,4047,6,550628,win,1,18pct,0.8,0.9,0.95,0.95,0.8,0.9,1,1,1,0.8,0.95,1,1
40,31020,16:30:19,5048,1,572944,win,1,26pct,0.9,0.85,0.9,0.9,1,1,1,0.95,1,0.95,1,0.95,0.95
40,31120,15:31:55,2049,2,549254,win,1,26pct,0.75,0.9,0.75,0.95,0.95,1,1,1,0.9,1,0.95,1,0.95
40,31120,15:44:35,4050,3,567478,win,1,24pct,0.9,0.95,0.85,0.95,0.95,0.9,1,1,0.95,0.95,1,1,1
40,31120,16:17:48,4051,4,587581,win,1,26pct,0.85,0.95,0.95,0.9,1,0.95,1,0.95,1,1,1,1,1
40,31320,15:25:22,1052,5,623826,win,1,26pct,0.6,0.75,0.65,0.65,0.5,0.75,0.65,0.95,0.9,0.9,0.9,0.95,0.9
40,31320,15:50:23,6053,6,562779,win,1,26pct,0.85,0.85,0.75,0.9,0.95,0.95,1,0.95,1,1,1,1,0.95
40,31320,16:02:48,6054,1,557657,win,1,26pct,0.9,0.85,0.95,0.8,0.95,1,0.95,0.95,1,1,0.95,1,1
40,31320,16:18:00,1055,2,542507,win,1,26pct,0.7,0.75,0.75,0.5,0.9,0.9,0.9,0.85,0.9,0.85,1,1,0.95
60,92921,15:32:43,3058,1,533829,win,1,26pct,0.5,0.85,0.85,0.6,0.9,0.85,1,0.8,0.95,0.9,0.95,0.9,0.95
60,92921,15:33:06,5060,2,537759,win,1,26pct,0.6,0.75,0.9,0.75,0.75,0.75,0.75,0.75,0.75,0.8,0.75,0.75,0.6
60,100421,15:27:49,6056,4,571695,win,1,39pct,0.65,0.85,0.9,0.9,0.95,0.95,0.95,1,0.95,0.95,0.95,0.95,1
60,100421,16:41:40,4057,5,624186,win,1,20pct,0.55,0.65,0.65,0.75,0.9,0.75,0.95,0.9,0.9,0.95,1,1,1
60,100521,15:38:03,2059,6,585606,win,1,99pct,0.75,1,0.9,0.95,1,0.9,1,0.95,1,1,0.95,1,1
60,100521,15:54:42,6061,1,630412,win,1,26pct,0.45,0.4,0.55,0.35,0.45,0.55,0.5,0.4,0.55,0.4,0.7,0.65,0.45
60,100521,16:06:31,6062,2,579632,win,1,26pct,0.8,0.9,0.8,0.9,1,0.9,0.95,1,1,1,1,1,1
60,100621,15:24:17,2063,3,549904,win,1,30pct,0.65,0.85,0.9,0.8,0.85,0.9,1,1,0.85,0.95,1,0.95,0.95
60,100621,15:55:33,4064,1,563264,win,1,35pct,0.85,1,0.95,1,1,1,0.9,1,0.95,1,1,1,1
60,100621,15:59:33,1065,5,544239,win,1,26pct,0.75,0.8,0.85,0.95,1,0.95,0.95,1,0.9,0.9,0.95,1,0.9
60,100621,16:33:53,5066,2,599123,win,1,28pct,0.7,0.95,0.9,0.9,0.8,0.9,0.95,0.95,0.9,0.95,0.95,0.95,0.95
60,100621,16:41:41,6067,3,630159,win,1,23pct,0.65,0.65,0.65,0.6,0.9,0.75,0.95,0.95,0.95,0.8,0.95,0.85,0.9
60,100721,15:43:08,1069,4,546442,win,1,32pct,0.9,0.95,0.95,0.85,1,0.95,0.9,0.95,0.95,1,0.95,0.95,1
40,100721,15:47:58,3068,5,547969,win,1,26pct,0.9,0.75,0.9,0.95,0.95,0.8,1,0.9,0.95,0.9,0.85,0.95,0.95
60,100721,16:28:31,4070,1,681593,win,1,26pct,0.65,0.85,0.9,0.75,0.9,0.85,1,0.9,0.85,0.9,0.95,0.95,0.85
60,100721,16:38:08,2071,6,621316,win,1,26pct,0.85,0.95,1,0.95,1,1,1,1,1,1,1,1,1
40,100821,15:40:49,1072,3,558688,win,1,26pct,0.75,0.8,0.65,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.95,1,1
60,100821,16:02:41,1073,4,541225,win,1,26pct,0.75,0.9,0.9,0.8,0.9,0.95,1,1,1,1,0.95,1,0.95
60,100821,16:22:57,1074,5,550102,win,1,26pct,0.6,0.8,0.8,0.75,0.9,0.75,0.85,0.8,0.8,0.8,0.9,0.75,0.95
60,101121,15:43:12,1075,3,536488,win,1,26pct,0.85,0.95,1,0.95,1,1,1,0.9,1,0.95,1,1,1
60,101221,15:37:43,4076,5,566824,win,1,41pct,0.9,1,1,1,1,1,1,1,1,0.95,1,1,1
60,101221,16:08:06,5077,6,724165,win,1,41pct,0.55,0.85,0.85,0.75,0.85,0.8,0.9,0.95,0.95,0.95,0.95,0.9,1
60,101321,15:36:36,1079,1,540544,win,1,16pct,0.75,0.95,0.95,0.95,0.95,0.9,1,0.9,0.85,0.9,0.85,0.9,0.9
60,101321,15:37:11,5078,2,570056,win,1,22pct,0.75,0.7,0.85,0.7,0.85,0.85,0.9,0.95,0.85,0.95,0.95,0.95,0.9
59,101321,16:04:15,1082,3,589601,win,1,20pct,0.75,0.55,0.95,0.9,1,0.95,1,1,1,1,1,1,0.95
75,101321,16:11:24,5081,5,633972,win,1,36pct,0.55,0.8,1,0.95,0.95,1,1,1,0.9,0.95,0.95,0.95,1
60,101321,16:20:28,6080,4,567120,win,1,17pct,0.6,0.9,0.8,0.9,0.95,0.95,0.9,0.95,1,1,0.95,1,0.95
60,101421,15:54:25,3083,6,594014,win,1,45pct,0.35,0.75,0.8,0.85,0.85,0.75,0.65,0.95,0.95,0.8,0.9,0.9,0.85
60,101521,15:42:58,5084,1,644761,win,1,17pct,0.7,0.9,0.8,1,1,1,1,1,1,1,0.95,1,1
60,101821,15:35:00,2086,2,559628,win,1,20pct,0.7,1,0.95,0.95,0.95,1,0.95,1,0.95,1,0.95,1,1
60,101821,15:40:11,2085,3,550208,win,1,28pct,0.8,1,0.95,1,1,0.95,1,0.95,1,1,1,0.95,1
59,101821,16:19:03,1087,4,540598,win,1,21pct,0.55,0.5,0.85,0.8,0.9,0.95,0.9,0.9,0.8,0.85,0.9,0.95,0.9
60,102021,15:56:00,3088,6,566628,win,1,61pct,0.75,0.85,0.9,0.95,0.95,0.95,0.95,1,1,1,0.95,1,1
60,102021,15:56:58,5089,5,699904,win,1,17pct,0.55,0.85,0.8,0.85,0.95,1,0.95,0.9,1,0.9,1,1,1
60,102021,16:02:26,4090,1,570781,win,1,19pct,0.5,0.8,0.8,0.85,0.95,0.85,0.9,0.95,1,0.9,0.95,0.95,0.95
59,102021,16:20:24,4091,2,547252,win,1,26pct,0.7,0.8,0.6,0.8,0.9,0.9,0.95,0.95,0.9,0.95,1,1,1
60,102121,15:37:06,4092,3,543769,win,1,37pct,0.8,0.9,0.95,0.95,0.95,0.95,0.95,0.9,0.95,0.95,0.95,0.8,1
60,102221,15:48:12,5093,4,788348,win,1,26pct,0.8,0.9,0.8,0.9,0.95,0.9,0.95,1,1,1,1,1,1
60,102221,16:15:50,3094,5,568649,win,1,30pct,0.7,0.85,0.8,0.7,0.8,0.95,0.85,0.95,0.85,0.9,0.95,1,1
60,102521,15:29:58,4095,6,551431,win,1,26pct,0.7,0.95,0.9,0.8,1,0.9,1,1,0.95,0.95,1,1,0.95
59,102521,15:41:31,6097,1,555626,win,1,26pct,0.8,0.7,1,1,0.9,1,1,1,0.95,1,1,1,0.95
60,102521,15:41:44,5093,2,546476,win,1,38pct,0.65,0.85,0.85,0.85,0.95,0.95,1,0.85,0.9,0.95,1,1,1
60,102621,15:30:43,1096,3,999074,win,1,26pct,0.6,1,0.8,0.9,1,0.85,0.95,0.95,0.95,0.8,0.85,0.85,0.85
60,102621,16:29:57,2099,4,582126,win,1,14pct,0.65,0.9,0.95,0.9,1,0.95,0.9,0.95,1,1,1,0.95,1
60,102721,15:42:33,3100,5,627042,win,1,20pct,0.85,0.95,0.95,1,1,0.95,1,1,1,1,0.95,1,1
60,102721,15:51:17,5101,6,676225,win,1,16pct,0.7,0.8,0.95,0.95,0.95,0.95,0.9,1,0.9,0.95,1,0.9,1
75,102721,15:55:45,2102,1,547698,win,1,19pct,0.75,0.85,0.65,0.6,0.8,1,0.9,0.9,0.95,0.95,0.9,1,1
60,102721,16:12:13,2103,2,562255,win,1,20pct,0.55,0.7,0.9,0.85,1,0.9,1,1,0.95,1,0.95,1,1
59,102721,16:12:56,1104,3,548064,win,1,26pct,0.45,0.55,0.85,1,0.95,1,1,1,1,0.95,0.95,1,1
60,102821,15:36:47,2106,5,728997,win,1,45pct,0.7,0.9,0.8,0.7,0.95,0.8,0.8,0.95,1,0.9,0.95,0.9,0.95
60,102821,15:45:15,3107,6,610540,win,1,32pct,0.7,0.85,0.9,0.8,0.9,0.75,0.85,0.95,0.8,0.85,0.95,0.9,0.9
60,102921,16:03:53,4105,1,542449,win,1,20pct,0.8,0.95,0.9,0.85,0.85,0.95,0.95,0.95,0.95,0.95,0.9,0.85,0.9
60,110121,16:06:18,6108,2,586117,win,1,37pct,0.7,0.9,1,0.9,1,1,1,1,1,0.95,1,1,1
60,110121,16:11:05,1109,3,709269,win,1,26pct,0.65,0.8,0.85,0.75,0.85,0.65,0.7,0.8,0.8,0.8,0.65,0.85,0.9
60,110221,15:32:39,3111,4,555763,win,1,10pct,0.7,0.8,0.9,0.95,0.95,1,0.9,0.9,0.9,0.95,1,0.9,0.95
60,110221,15:32:55,6110,5,574376,win,1,17pct,0.8,0.95,0.85,0.9,0.95,0.9,0.85,0.95,1,0.95,1,0.8,0.95
60,110221,16:05:51,1112,6,540664,win,1,26pct,0.6,0.8,0.85,0.95,0.95,0.95,1,1,1,0.95,1,1,0.95
75,110221,16:10:28,5113,1,530460,win,1,26pct,0.85,0.95,0.95,1,0.95,1,0.95,1,0.95,0.9,1,1,1
60,110321,15:30:43,4114,2,573191,win,1,26pct,0.7,0.9,0.75,0.95,0.9,1,0.95,0.95,1,1,1,1,0.9
60,110321,15:33:40,1115,3,738719,win,1,17pct,0.7,0.9,0.85,0.8,0.85,0.9,0.85,0.8,0.9,0.7,0.85,0.9,0.8
60,110321,16:06:13,1116,5,530633,win,1,26pct,0.6,1,1,0.9,0.9,0.95,0.95,0.9,0.9,1,0.95,0.85,0.9
59,110321,16:05:54,2117,4,583281,win,1,19pct,0.75,0.75,1,1,0.95,1,1,1,1,1,1,1,1
60,110421,15:41:02,6120,6,527124,win,1,26pct,0.5,0.7,0.65,0.9,0.75,0.9,0.95,0.8,0.85,0.8,0.85,0.9,0.8
60,110421,15:41:49,5118,1,569720,win,1,21pct,0.75,0.6,0.9,0.9,0.9,0.75,0.9,0.9,0.95,1,0.9,1,1
60,110421,15:44:58,5119,2,542926,win,1,26pct,0.6,0.75,0.65,0.75,0.9,0.8,0.9,0.8,0.95,0.85,0.9,0.8,0.8
59,110421,16:00:00,4121,4,539466,win,1,26pct,0.75,0.85,0.9,0.95,1,1,1,0.95,0.95,1,1,1,1
75,110421,16:00:03,2123,3,609253,win,1,26pct,0.5,0.7,0.8,0.55,0.7,0.75,0.75,0.85,0.75,0.75,0.65,0.95,0.8
60,110521,15:28:14,1122,5,551951,win,1,20pct,0.9,1,0.9,0.95,0.95,0.95,1,1,1,1,0.95,1,0.95
75,110521,15:52:52,6126,6,531817,win,1,26pct,0.55,0.8,0.65,0.55,0.95,0.9,0.85,0.95,0.95,0.95,0.9,0.95,0.85
59,110521,15:57:55,4125,1,583660,win,1,20pct,0.75,0.75,1,1,1,1,1,0.95,1,0.95,1,0.95,1
60,110521,15:58:37,4124,2,577846,win,1,18pct,0.8,0.95,0.95,1,0.9,1,1,0.95,1,0.95,0.95,1,1
60,110521,16:17:41,6128,3,594899,win,1,26pct,0.65,0.8,0.95,0.8,0.85,0.85,1,1,0.95,0.9,0.95,1,0.9
59,110821,15:48:18,5130,6,527755,win,1,26pct,0.85,0.9,0.85,0.9,1,0.85,0.95,0.9,1,0.95,0.95,1,1
60,110821,15:49:54,4127,2,559085,win,1,26pct,0.4,0.95,0.8,1,0.85,0.95,1,0.95,0.95,1,1,1,0.9
60,110821,15:50:28,4129,1,651780,win,1,26pct,0.5,0.8,0.9,0.95,0.95,0.85,0.95,1,0.95,0.95,0.9,0.9,0.9
75,110821,16:01:55,4132,3,529076,win,1,25pct,0.8,0.85,0.7,1,0.95,1,1,1,0.95,0.95,1,1,1
60,110821,16:05:34,3131,4,560503,win,1,25pct,0.6,0.95,0.7,0.6,0.85,0.7,0.85,0.9,0.8,0.95,0.85,0.9,0.9
60,110921,15:36:58,4133,6,571875,win,1,26pct,0.85,0.85,0.95,0.8,0.95,0.9,1,1,1,0.95,1,1,0.95
60,110921,15:46:42,1134,1,652092,win,1,26pct,0.5,0.8,0.65,0.85,0.85,1,1,0.95,1,0.95,0.9,0.95,0.95
60,111021,15:46:46,5135,2,601196,win,1,21pct,0.85,1,0.95,1,1,1,1,1,1,1,1,1,1
75,111021,16:12:52,6138,5,542675,win,1,39pct,1,0.95,0.8,0.95,0.9,0.9,1,0.95,1,1,0.85,0.95,1
59,111021,16:13:37,6137,4,539080,win,1,26pct,0.7,0.75,0.75,0.7,0.85,0.9,1,0.95,1,0.95,0.9,0.95,1
60,111021,16:14:34,3136,3,610344,win,1,26pct,0.7,1,0.9,0.9,0.95,1,1,1,0.9,0.95,1,1,1
60,111121,15:52:37,2139,1,547934,win,1,14pct,0.75,1,0.9,0.85,0.95,0.9,0.85,0.95,0.7,1,0.95,1,0.95
60,111121,16:07:42,3140,3,547696,win,1,26pct,0.45,0.75,0.5,0.65,0.7,0.65,0.75,0.75,0.7,0.75,0.75,0.85,0.55
60,111221,15:37:28,5142,4,600569,win,1,16pct,0.65,0.7,0.65,0.7,0.65,0.55,0.7,0.5,0.7,0.9,0.8,0.9,0.75
60,111221,15:57:56,6141,5,547893,win,1,26pct,0.65,0.85,0.85,0.7,0.8,1,0.95,1,0.95,1,0.95,0.95,0.95
75,111221,16:04:21,5143,6,618123,win,1,21pct,0.65,0.75,0.75,1,1,0.95,1,1,1,1,1,1,1
60,111521,15:32:01,5145,2,544234,win,1,28pct,0.8,0.8,0.8,1,0.95,0.95,0.9,0.95,0.95,0.9,0.95,0.95,0.9
60,111521,15:32:06,5144,3,550669,win,1,19pct,0.8,0.8,0.8,0.9,1,0.85,1,0.85,0.95,0.9,0.95,1,1
60,111721,15:40:12,1146,1,576554,win,1,55pct,0.8,0.95,0.9,0.8,1,1,0.95,1,1,1,1,0.95,1
60,111721,15:42:27,2147,2,555900,win,1,26pct,0.95,0.9,1,0.95,0.95,0.95,0.9,1,0.95,0.95,0.95,1,1
75,111721,15:47:09,5148,3,628591,win,1,26pct,0.55,0.85,0.85,0.85,0.9,1,1,1,0.95,1,1,1,1
60,111721,16:06:27,6150,4,550769,win,1,26pct,0.75,0.95,0.9,1,0.95,1,1,1,1,1,1,1,1
59,111721,16:07:30,3149,5,546727,win,1,26pct,0.6,0.65,0.85,1,0.9,0.85,1,0.85,0.95,1,1,1,0.95
60,111821,15:34:09,1152,2,583781,win,1,57pct,0.75,0.85,0.95,0.95,0.9,1,1,1,0.95,1,0.9,1,1
60,111821,15:33:54,5151,1,613910,win,1,26pct,0.55,0.45,0.5,0.75,0.7,0.75,0.75,0.7,0.7,0.7,0.65,0.65,0.7
60,111821,15:34:42,6153,3,618141,win,1,33pct,0.65,0.8,0.85,0.9,0.9,0.85,0.95,0.95,1,1,0.95,0.95,1
59,111821,15:39:25,5154,4,549333,win,1,32pct,0.85,0.7,0.95,0.95,1,1,1,1,1,1,1,1,1
60,111821,15:58:08,2156,5,554652,win,1,25pct,0.55,1,0.85,1,0.95,0.9,0.95,1,0.95,0.9,0.85,0.95,1
75,111821,16:04:01,3155,6,567267,win,1,26pct,0.55,0.95,0.8,0.9,0.85,0.95,0.9,0.9,1,0.9,0.75,1,1
60,111921,15:26:47,6158,1,566084,win,1,17pct,0.65,0.95,1,0.95,0.9,1,1,1,0.95,1,1,0.9,1
60,111921,15:36:25,3157,2,578897,win,1,26pct,0.8,0.9,0.7,0.95,1,0.8,0.85,0.85,0.75,0.6,1,1,0.95
59,111921,16:11:17,3195,3,671904,win,1,20pct,0.75,0.9,0.9,1,1,1,1,1,1,1,1,1,1
60,111921,16:15:31,4160,4,601066,win,1,18pct,0.55,0.95,0.7,0.8,0.9,0.95,1,1,0.95,0.95,1,1,1
60,112221,15:33:14,2161,5,546970,win,1,20pct,0.8,1,0.95,0.9,1,1,0.95,1,0.95,1,1,1,1
60,112221,15:36:55,4162,6,615606,win,1,18pct,0.75,0.8,0.85,0.85,1,0.85,0.9,0.85,1,1,1,0.9,1
75,112221,15:58:08,2163,1,555160,win,1,18pct,0.55,0.95,1,0.9,0.95,1,1,1,1,1,1,1,1
59,112221,16:01:15,5164,2,633830,win,1,16pct,0.8,0.75,0.9,0.95,1,1,0.95,1,1,0.95,1,1,1
60,112321,15:36:53,1166,3,553672,win,1,26pct,0.75,0.85,0.85,0.95,1,0.95,1,1,1,0.95,0.95,1,0.95
60,112321,15:41:56,4165,4,554403,win,1,26pct,0.5,0.75,0.75,0.75,0.95,0.95,0.9,1,0.9,1,0.95,0.95,0.95
60,112421,15:32:16,2167,5,583638,win,1,22pct,0.7,0.95,0.95,0.9,1,1,0.95,1,1,1,0.95,1,1
60,112521,15:55:48,3168,1,536438,win,1,24pct,0.7,0.95,0.95,0.95,0.95,1,0.95,0.95,0.95,0.95,1,1,0.95
60,112521,15:59:12,5169,3,542372,win,1,26pct,0.7,0.95,0.9,0.9,1,0.95,1,1,0.95,1,1,0.95,1
60,112621,15:39:05,6171,5,544797,win,1,26pct,0.65,0.9,0.8,0.8,0.95,0.9,0.9,0.95,1,0.85,0.95,1,1
60,112621,15:43:20,3170,6,598728,win,1,20pct,0.8,0.95,1,1,1,1,1,1,1,1,1,0.95,1
60,112921,15:30:53,3172,1,593221,win,1,26pct,0.5,0.25,0.5,0.55,0.45,0.55,0.35,0.5,0.45,0.4,0.55,0.2,0.4
60,113021,15:33:21,4173,2,569983,win,1,18pct,0.5,0.95,0.85,0.85,1,0.85,0.85,0.9,0.95,0.95,0.95,0.95,1
60,113021,16:35:08,5174,3,689268,win,1,26pct,0.75,0.85,0.95,1,1,0.9,1,1,0.95,1,1,0.95,0.95
60,120121,15:50:27,3175,4,565180,win,1,26pct,0.65,0.95,0.9,0.85,1,0.95,0.9,1,0.95,0.9,0.85,0.95,0.95
60,120121,16:05:03,6176,5,544971,win,1,19pct,0.7,0.9,0.9,0.95,0.95,0.85,0.85,1,0.95,0.95,1,1,1
60,120221,15:53:11,2177,6,521268,win,1,31pct,0.55,0.8,0.7,0.85,0.75,0.9,0.75,0.95,0.8,0.9,0.75,0.9,0.95
60,120221,16:23:01,2178,1,603659,win,1,35pct,0.85,0.8,0.9,1,1,0.95,1,0.9,0.9,1,0.95,0.95,1
60,120621,15:49:44,4179,3,557582,win,1,35pct,0.6,0.7,0.9,0.75,0.9,0.95,0.9,0.8,0.9,0.7,0.85,0.95,0.85
60,120621,15:49:35,6180,2,597083,win,1,18pct,0.7,0.85,0.85,0.85,0.95,0.95,1,1,1,1,1,0.95,1
60,120721,15:30:06,3181,4,532507,win,1,26pct,0.7,0.9,0.75,1,0.95,1,1,1,0.95,1,1,0.9,1
60,120721,16:12:21,4182,1,535678,win,1,26pct,0.7,0.9,0.9,0.8,0.95,0.9,0.9,1,1,0.95,1,0.95,0.95
59,120721,16:32:09,5183,2,556341,win,1,26pct,0.6,0.75,0.85,0.9,1,0.9,0.85,1,0.9,0.9,0.95,0.8,1
60,120821,15:40:09,3185,4,548852,win,1,26pct,0.7,0.65,0.6,0.75,0.9,0.75,0.9,0.95,0.9,0.9,0.85,0.85,0.85
60,120821,15:39:46,6184,3,590478,win,1,26pct,0.4,0.55,0.7,0.9,0.6,0.65,0.75,0.75,0.8,0.7,0.9,0.9,0.8
60,121021,15:48:25,6188,5,724081,win,1,19pct,0.8,0.95,0.9,0.8,0.95,1,0.85,0.9,0.9,0.85,0.95,1,1
60,121021,15:51:35,5187,1,583414,win,1,26pct,0.45,0.7,0.45,0.45,0.55,0.55,0.55,0.25,0.55,0.5,0.15,0.45,0.55
60,121021,15:53:30,4186,6,636119,win,1,20pct,0.75,1,1,0.9,0.95,0.95,1,0.95,0.9,0.95,1,1,0.95
75,121021,16:00:25,3189,2,563198,win,1,26pct,0.55,0.9,0.8,1,0.85,0.85,0.95,1,1,1,1,1,1
